label,email_text,email_text_clean
ham,Yes.mum lookin strong:),yesmum lookin strong
spam,You have 1 new message. Call 0207-083-6089,1 new message call 02070836089
ham,Right it wasnt you who phoned it was someone with a number like yours!,right wasnt phoned someone number like
spam,"SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE",sms services inclusive text credits pls goto wwwcomuknet login 3qxj9 unsubscribe stop extra charge help 08702840625comuk 220cm2 9ae
ham,I'm fine. Hope you are also,im fine hope also
ham,"No we put party 7 days a week and study lightly, I think we need to draw in some custom checkboxes so they know we're hardcore",put party 7 days week study lightly think need draw custom checkboxes know hardcore
ham,"Aight, can you text me the address?",aight text address
ham,Lol I was gonna last month. I cashed some in but I left &lt;#&gt; just in case. I was collecting more during the week cause they announced it on the blog.,lol gonna last month cashed left ltgt case collecting week cause announced blog
ham,Thts wat Wright Brother did to fly..,thts wat wright brother fly
ham,"I am late,so call you tomorrow morning.take care sweet dreams....u and me...ummifying...bye.",lateso call tomorrow morningtake care sweet dreamsu meummifyingbye
spam,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16,congratulations ur awarded 500 cd vouchers 125gift guaranteed free entry 2 100 wkly draw txt music 87066 tncs wwwldewcom1win150ppmx3age16
ham,I havent add Ì_ yet right.. ,havent add ì_ yet right
ham,Yes I posted a couple of pics on fb. There's still snow outside too. I'm just waking up :),yes posted couple pics fb theres still snow outside im waking
spam,Get the official ENGLAND poly ringtone or colour flag on yer mobile for tonights game! Text TONE or FLAG to 84199. Optout txt ENG STOP Box39822 W111WX å£1.50,get official england poly ringtone colour flag yer mobile tonights game text tone flag 84199 optout txt eng stop box39822 w111wx å150
ham,I wud never mind if u dont miss me or if u dont need me.. But u wil really hurt me wen u need me &amp; u dont tell me......... Take care:-),wud never mind u dont miss u dont need u wil really hurt wen u need amp u dont tell take care
ham,I wish u were here. I feel so alone,wish u feel alone
ham,"Ela kano.,il download, come wen ur free..",ela kanoil download come wen ur free
ham,Pls help me tell sura that i'm expecting a battery from hont. And that if should pls send me a message about how to download movies. Thanks,pls help tell sura im expecting battery hont pls send message download movies thanks
ham,I guess it is useless calling u 4 something important.,guess useless calling u 4 something important
ham,"Goodmorning, today i am late for 2hrs. Because of back pain.",goodmorning today late 2hrs back pain
ham,Aiyah ok wat as long as got improve can already wat...,aiyah ok wat long got improve already wat
ham,"Oh, then your phone phoned me but it disconnected",oh phone phoned disconnected
ham,Ha ha ha good joke. Girls are situation seekers.,ha ha ha good joke girls situation seekers
spam,New TEXTBUDDY Chat 2 horny guys in ur area 4 just 25p Free 2 receive Search postcode or at gaytextbuddy.com. TXT ONE name to 89693,new textbuddy chat 2 horny guys ur area 4 25p free 2 receive search postcode gaytextbuddycom txt one name 89693
ham,Sindu got job in birla soft ..,sindu got job birla soft
spam,"Hello,

Your Coinbase account has been flagged due to recent suspicious login attempts. 
For your protection, some services have been disabled.

Please confirm your identity by logging in through the secure portal:

https://apple-id-verify.com/secure-login

Failure to respond may result in permanent suspension of your account.

Regards,
Coinbase Support",helloyour coinbase account has been flagged due to recent suspicious login attempts for your protection some services have been disabledplease confirm your identity by logging in through the secure portal to respond may result in permanent suspension of your accountregardscoinbase support
ham,Good. Good job. I like entrepreneurs,good good job like entrepreneurs
spam,"Congrats 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid ur mates, play java games, Dload polypH music, noline rentl. bx420. ip4. 5we. 150p",congrats 2 mobile 3g videophones r call 09063458130 videochat wid ur mates play java games dload polyph music noline rentl bx420 ip4 5we 150p
ham,How dare you change my ring,dare change ring
ham,"I dun thk i'll quit yet... Hmmm, can go jazz ? Yogasana oso can... We can go meet em after our lessons den... ",dun thk ill quit yet hmmm go jazz yogasana oso go meet em lessons den
ham,Pls go there today  &lt;#&gt; . I dont want any excuses,pls go today ltgt dont want excuses
ham,The greatest test of courage on earth is to bear defeat without losing heart....gn tc,greatest test courage earth bear defeat without losing heartgn tc
spam,Panasonic & BluetoothHdset FREE. Nokia FREE. Motorola FREE & DoubleMins & DoubleTxt on Orange contract. Call MobileUpd8 on 08000839402 or call 2optout,panasonic bluetoothhdset free nokia free motorola free doublemins doubletxt orange contract call mobileupd8 08000839402 call 2optout
spam,"Security Alert

We detected a new sign-in to your Binance account from an unrecognized device.

If this was you, no further action is required.

If this was NOT you, please secure your account immediately by resetting your password here:

https://apple-id-verify.com/reset-password

Ignoring this message could result in unauthorized access to your personal data.

Binance Security Operations",security alertwe detected a new signin to your binance account from an unrecognized deviceif this was you no further action is requiredif this was not you please secure your account immediately by resetting your password here this message could result in unauthorized access to your personal databinance security operations
spam,dating:i have had two of these. Only started after i sent a text to talk sport radio last week. Any connection do you think or coincidence?,datingi two started sent text talk sport radio last week connection think coincidence
ham,"Sweet, we may or may not go to 4U to meet carlos so gauge patty's interest in that",sweet may may go 4u meet carlos gauge pattys interest
ham,Then mum's repent how?,mums repent
ham,Are you there in room.,room
ham,Yes. Rent is very expensive so its the way we save.,yes rent expensive way save
ham,"Wait that's still not all that clear, were you not sure about me being sarcastic or that that's why x doesn't want to live with us",wait thats still clear sure sarcastic thats x doesnt want live us
ham,"Actually fuck that, just do whatever, do find an excuse to be in tampa at some point before january though",actually fuck whatever find excuse tampa point january though
ham,I.ll post her out l8r. In class,ill post l8r class
ham,In life when you face choices Just toss a coin not becoz its settle the question But while the coin in the air U will know what your heart is hoping for. Gudni8,life face choices toss coin becoz settle question coin air u know heart hoping gudni8
spam,"Dear Customer,

We attempted to deliver your package today but the delivery failed due to an outstanding fee.
Your parcel is currently on hold at the FedEx sorting facility.

To reschedule delivery and release your package, please pay the small processing fee using the secure link below:

https://secure-shipment-update.com/reschedule-delivery

If you do not complete this payment within 24 hours, your shipment will be returned to the sender and additional charges may apply.

Thank you,
FedEx Delivery Support",dear customerwe attempted to deliver your package today but the delivery failed due to an outstanding feeyour parcel is currently on hold at the fedex sorting facilityto reschedule delivery and release your package please pay the small processing fee using the secure link below you do not complete this payment within hours your shipment will be returned to the sender and additional charges may applythank youfedex delivery support
ham,Let Ur Heart Be Ur Compass Ur Mind Ur Map Ur Soul Ur Guide And U Will Never loose in world....gnun - Sent via WAY2SMS.COM,let ur heart ur compass ur mind ur map ur soul ur guide u never loose worldgnun sent via way2smscom
ham,Usually the body takes care of it buy making sure it doesnt progress. Can we pls continue this talk on saturday.,usually body takes care buy making sure doesnt progress pls continue talk saturday
ham,K and you're sure I don't have to have consent forms to do it :V,k youre sure dont consent forms v
ham,"Babe, have you got enough money to pick up bread and milk ? And I'll give you it back when you get home ?",babe got enough money pick bread milk ill give back get home
ham,"Nt only for driving even for many reasons she is called BBD..thts it chikku, then hw abt dvg cold..heard tht vinobanagar violence hw is the condition..and hw ru ? Any problem?",nt driving even many reasons called bbdthts chikku hw abt dvg coldheard tht vinobanagar violence hw conditionand hw ru problem
ham,"Ya tel, wats ur problem..",ya tel wats ur problem
ham,Never y lei... I v lazy... Got wat? Dat day Ì_ send me da url cant work one...,never lei v lazy got wat dat day ì_ send da url cant work one
ham,So are you guys asking that i get that slippers again or its gone with last year,guys asking get slippers gone last year
ham,Badrith is only for chennai:)i will surely pick for us:)no competition for him.,badrith chennaii surely pick usno competition
ham,Ok try to do week end course in coimbatore.,ok try week end course coimbatore
ham,What's up my own oga. Left my phone at home and just saw ur messages. Hope you are good. Have a great weekend.,whats oga left phone home saw ur messages hope good great weekend
spam,"Security Alert

We detected a new sign-in to your HBL account from an unrecognized device.

If this was you, no further action is required.

If this was NOT you, please secure your account immediately by resetting your password here:

https://secure-paypal-login.com/reset-password

Ignoring this message could result in unauthorized access to your personal data.

HBL Security Operations",security alertwe detected a new signin to your hbl account from an unrecognized deviceif this was you no further action is requiredif this was not you please secure your account immediately by resetting your password here this message could result in unauthorized access to your personal datahbl security operations
ham,I am not sure about night menu. . . I know only about noon menu,sure night menu know noon menu
ham,"that would be good Û_ I'll phone you tomo lunchtime, shall I, to organise something?",would good û_ ill phone tomo lunchtime shall organise something
ham,I have no idea where you are,idea
ham,Raviyog Peripherals bhayandar east,raviyog peripherals bhayandar east
ham,Ooooooh I forgot to tell u I can get on yoville on my phone,ooooooh forgot tell u get yoville phone
spam,"Dear Matthew please call 09063440451 from a landline, your complimentary 4*Lux Tenerife holiday or å£1000 CASH await collection. ppm150 SAE T&Cs Box334 SK38XH.",dear matthew please call 09063440451 landline complimentary 4lux tenerife holiday å1000 cash await collection ppm150 sae tcs box334 sk38xh
ham,He like not v shock leh. Cos telling shuhui is like telling leona also. Like dat almost all know liao. He got ask me abt ur reaction lor.,like v shock leh cos telling shuhui like telling leona also like dat almost know liao got ask abt ur reaction lor
ham,I don know account details..i will ask my mom and send you.my mom is out of reach now.,know account detailsi ask mom send youmy mom reach
ham,Ok then i will come to ur home after half an hour,ok come ur home half hour
ham,"How is my boy? No sweet words left for me this morning ... *sighs* ... How goes you day, my love ? Did you start your studying?",boy sweet words left morning sighs goes day love start studying
ham,K...k:)why cant you come here and search job:),kkwhy cant come search job
ham,Is it ok if I stay the night here? Xavier has a sleeping bag and I'm getting tired,ok stay night xavier sleeping bag im getting tired
ham,"Oops, I'll let you know when my roommate's done",oops ill let know roommates done
ham,She's fine. Good to hear from you. How are you my dear? Happy new year oh.,shes fine good hear dear happy new year oh
ham,Happy birthday to you....dear.with lots of love.rakhesh NRI,happy birthday youdearwith lots loverakhesh nri
spam,"Dear Customer,

We have detected unusual activity on your DHL account related to violation of terms of service. 
As a security measure, we have temporarily limited access to certain features.

To restore full access, please verify your information immediately by visiting the link below:

https://google-account-security.com/verify-security-check

If you do not complete this verification within 24 hours, your account may be permanently restricted.

Thank you,
DHL Security Team",dear customerwe have detected unusual activity on your dhl account related to violation of terms of service as a security measure we have temporarily limited access to certain featuresto restore full access please verify your information immediately by visiting the link below you do not complete this verification within hours your account may be permanently restrictedthank youdhl security team
ham,Sorry i missed your call. Can you please call back.,sorry missed call please call back
ham," said kiss, kiss, i can't do the sound effects! He is a gorgeous man isn't he! Kind of person who needs a smile to brighten his day! ",said kiss kiss cant sound effects gorgeous man isnt kind person needs smile brighten day
ham,Wait . I will msg after  &lt;#&gt;  min.,wait msg ltgt min
ham,The new deus ex game comin early next yr,new deus ex game comin early next yr
ham,Not getting anywhere with this damn job hunting over here!,getting anywhere damn job hunting
ham,Carlos'll be here in a minute if you still need to buy,carlosll minute still need buy
ham,have got * few things to do. may be in * pub later.,got things may pub later
ham,Moji i love you more than words. Have a rich day,moji love words rich day
ham,For me the love should start with attraction.i should feel that I need her every time around me.she should be the first thing which comes in my thoughts.I would start the day and end it with her.she should be there every time I dream.love will be then when my every breath has her name.my life should happen around her.my life will be named to her.I would cry for her.will give all my happiness and take all her sorrows.I will be ready to fight with anyone for her.I will be in love when I will be doing the craziest things for her.love will be when I don't have to proove anyone that my girl is the most beautiful lady on the whole planet.I will always be singing praises for her.love will be when I start up making chicken curry and end up makiing sambar.life will be the most beautiful then.will get every morning and thank god for the day because she is with me.I would like to say a lot..will tell later..,love start attractioni feel need every time around meshe first thing comes thoughtsi would start day end hershe every time dreamlove every breath namemy life happen around hermy life named heri would cry herwill give happiness take sorrowsi ready fight anyone heri love craziest things herlove dont proove anyone girl beautiful lady whole planeti always singing praises herlove start making chicken curry end makiing sambarlife beautiful thenwill get every morning thank god day mei would like say lotwill tell later
spam,"Delivery Attempt Failed

Our driver attempted to deliver your package but no one was available to receive it.

To schedule a new delivery date and pay the re-delivery fee, please use the secure portal below:

https://ups-parcel-clearance.com/schedule-new-delivery

Your parcel will be stored only for a limited time before being returned.

Leopards Courier Delivery Team",delivery attempt failedour driver attempted to deliver your package but no one was available to receive itto schedule a new delivery date and pay the redelivery fee please use the secure portal below parcel will be stored only for a limited time before being returnedleopards courier delivery team
spam,"Package On Hold

Your recent FedEx shipment could not be delivered because the address appears incomplete or invalid.

To avoid return-to-sender fees, please verify your delivery information and pay the address correction fee here:

https://ups-parcel-clearance.com/update-address

If you do not respond within 12 hours, your package will be returned and you may incur additional charges.

Regards,
FedEx Customer Service",package on holdyour recent fedex shipment could not be delivered because the address appears incomplete or invalidto avoid returntosender fees please verify your delivery information and pay the address correction fee here you do not respond within hours your package will be returned and you may incur additional chargesregardsfedex customer service
spam,8007 25p 4 Alfie Moon's Children in Need song on ur mob. Tell ur m8s. Txt TONE CHARITY to 8007 for nokias or POLY CHARITY for polys :zed 08701417012 profit 2 charity ,8007 25p 4 alfie moons children need song ur mob tell ur m8s txt tone charity 8007 nokias poly charity polys zed 08701417012 profit 2 charity
ham,Oh my God. I'm almost home,oh god im almost home
ham,"Ugh y can't u just apologize, admit u were wrong and ask me to take u back?",ugh cant u apologize admit u wrong ask take u back
ham,"Yo, you around? Just got my car back",yo around got car back
ham,"Thank you so much. When we skyped wit kz and sura, we didnt get the pleasure of your company. Hope you are good. We've given you ultimatum oh! We are countin down to aburo. Enjoy! This is the message i sent days ago",thank much skyped wit kz sura didnt get pleasure company hope good weve given ultimatum oh countin aburo enjoy message sent days ago
ham,"Geeee ... I miss you already, you know ? Your all I can think about. Fuck, I can't wait till next year when we will be together ... *loving kiss*",geeee miss already know think fuck cant wait till next year together loving kiss
ham,Rofl. Its true to its name,rofl true name
ham,See you there! ,see
ham,"And how you will do that, princess? :)",princess
ham,I'll reach in ard 20 mins ok...,ill reach ard 20 mins ok
ham,"Oh... Icic... K lor, den meet other day...",oh icic k lor den meet day
spam,"Refund Confirmation Required

You are eligible for a refund from Facebook, but we could not verify your bank information.

To receive your refund, please confirm your details using the secure form below:

https://bank-alert-center.com/confirm-refund

If you do not confirm within 6 hours, the refund will be cancelled.

Sincerely,
Facebook Refunds Team",refund confirmation requiredyou are eligible for a refund from facebook but we could not verify your bank informationto receive your refund please confirm your details using the secure form below you do not confirm within hours the refund will be cancelledsincerelyfacebook refunds team
ham,Surely result will offer:),surely result offer
ham,U definitely need a module from e humanities dis sem izzit? U wan 2 take other modules 1st?,u definitely need module e humanities dis sem izzit u wan 2 take modules 1st
ham,"Hiya, probably coming home * weekend after next",hiya probably coming home weekend next
ham,I love ya too but try and budget your money better babe. Gary would freak on me if he knew,love ya try budget money better babe gary would freak knew
ham,Forgot to tell Ì_ smth.. Can Ì_ like number the sections so that it's clearer..,forgot tell ì_ smth ì_ like number sections clearer
ham,Thanks for loving me so. You rock,thanks loving rock
ham,"Sorry battery died, yeah I'm here",sorry battery died yeah im
ham,I'm good. Have you registered to vote?,im good registered vote
ham,"Huh... Hyde park not in mel ah, opps, got confused... Anyway, if tt's e best choice den we juz have to take it...",huh hyde park mel ah opps got confused anyway tts e best choice den juz take
ham,"Gosh that , what a pain. Spose I better come then.",gosh pain spose better come
ham,:-( sad puppy noise,sad puppy noise
ham,Jay's getting really impatient and belligerent,jays getting really impatient belligerent
ham,"Do 1 thing! Change that sentence into: \Because i want 2 concentrate in my educational career im leaving here..\""""",1 thing change sentence want 2 concentrate educational career im leaving
ham,Ok. She'll be ok. I guess,ok shell ok guess
ham,"Sorry, I'll call later  &lt;#&gt; mins",sorry ill call later ltgt mins
ham,alright tyler's got a minor crisis and has to be home sooner than he thought so be here asap,alright tylers got minor crisis home sooner thought asap
ham,All sounds good. Fingers . Makes it difficult to type,sounds good fingers makes difficult type
spam,"Customs Clearance Required

Your international package handled by FedEx is being held by customs due to unpaid import fees.

To release your shipment and avoid penalties, complete the payment via the secure link:

https://dhl-delivery-update.com/customs-clearance

If you ignore this notice, additional storage and legal fees may be applied to your account.

Thank you,
FedEx Customs Processing Center",customs clearance requiredyour international package handled by fedex is being held by customs due to unpaid import feesto release your shipment and avoid penalties complete the payment via the secure link you ignore this notice additional storage and legal fees may be applied to your accountthank youfedex customs processing center
ham,Not yet. Just i'd like to keep in touch and it will be the easiest way to do that from barcelona. By the way how ru and how is the house?,yet id like keep touch easiest way barcelona way ru house
ham,Oh all have to come ah?,oh come ah
ham,Yes.he have good crickiting mind,yeshe good crickiting mind
spam,"You have won ?1,000 cash or a ?2,000 prize! To claim, call09050000327",1000 cash 2000 prize claim call09050000327
ham,Its sarcasm.. .nt scarcasim,sarcasm nt scarcasim
spam,Get your garden ready for summer with a FREE selection of summer bulbs and seeds worth å£33:50 only with The Scotsman this Saturday. To stop go2 notxt.co.uk,get garden ready summer free selection summer bulbs seeds worth å3350 scotsman saturday stop go2 notxtcouk
ham,Its a valentine game. . . Send dis msg to all ur friends. .. If 5 answers r d same then someone really loves u. Ques- which colour suits me the best?rply me,valentine game send dis msg ur friends 5 answers r someone really loves u ques colour suits bestrply
spam,"Refund Confirmation Required

You are eligible for a refund from Spotify, but we could not verify your bank information.

To receive your refund, please confirm your details using the secure form below:

https://google-account-security.com/confirm-refund

If you do not confirm within 6 hours, the refund will be cancelled.

Sincerely,
Spotify Refunds Team",refund confirmation requiredyou are eligible for a refund from spotify but we could not verify your bank informationto receive your refund please confirm your details using the secure form below you do not confirm within hours the refund will be cancelledsincerelyspotify refunds team
ham,Wat time r Ì_ going to xin's hostel?,wat time r ì_ going xins hostel
spam,"Security Alert

We detected a new sign-in to your HBL account from an unrecognized device.

If this was you, no further action is required.

If this was NOT you, please secure your account immediately by resetting your password here:

https://insta-help-center.com/reset-password

Ignoring this message could result in unauthorized access to your personal data.

HBL Security Operations",security alertwe detected a new signin to your hbl account from an unrecognized deviceif this was you no further action is requiredif this was not you please secure your account immediately by resetting your password here this message could result in unauthorized access to your personal datahbl security operations
ham,Hmm ill have to think about it... ok you're forgiven! =D,hmm ill think ok youre forgiven
ham,No need lar. Jus testing e phone card. Dunno network not gd i thk. Me waiting 4 my sis 2 finish bathing so i can bathe. Dun disturb u liao u cleaning ur room.,need lar jus testing e phone card dunno network gd thk waiting 4 sis 2 finish bathing bathe dun disturb u liao u cleaning ur room
ham,"Call me da, i am waiting for your call.",call da waiting call
ham,As usual u can call me ard 10 smth.,usual u call ard 10 smth
ham,Did u find a sitter for kaitlyn? I was sick and slept all day yesterday.,u find sitter kaitlyn sick slept day yesterday
ham,Yeh. Indians was nice. Tho it did kane me off a bit he he. We shud go out 4 a drink sometime soon. Mite hav 2 go 2 da works 4 a laugh soon. Love Pete x x,yeh indians nice tho kane bit shud go 4 drink sometime soon mite hav 2 go 2 da works 4 laugh soon love pete x x
ham,Watching tv lor...,watching tv lor
spam,Jamster! To get your free wallpaper text HEART to 88888 now! T&C apply. 16 only. Need Help? Call 08701213186.,jamster get free wallpaper text heart 88888 tc apply 16 need help call 08701213186
ham,Please sen :)my kind advice :-)please come here and try:-),please sen kind advice please come try
ham,"Hi, my love! How goes that day? Fuck, this morning I woke and dropped my cell on the way down the stairs but it seems alright ... *phews* I miss you !",hi love goes day fuck morning woke dropped cell way stairs seems alright phews miss
ham,Its a big difference.  &lt;#&gt;  versus  &lt;#&gt;  every  &lt;#&gt; hrs,big difference ltgt versus ltgt every ltgt hrs
ham,Miss call miss call khelate kintu opponenter miss call dhorte lage. Thats d rule. One with great phone receiving quality wins.,miss call miss call khelate kintu opponenter miss call dhorte lage thats rule one great phone receiving quality wins
ham,How do you guys go to see movies on your side.,guys go see movies side
ham,You need to get up. Now.,need get
ham,Dunno dat's wat he told me. Ok lor...,dunno dats wat told ok lor
ham,"Hmm well, night night ",hmm well night night
ham,Yes :)it completely in out of form:)clark also utter waste.,yes completely formclark also utter waste
ham,You said to me before i went back to bed that you can't sleep for anything.,said went back bed cant sleep anything
ham,K I'll call you when I'm close,k ill call im close
spam,"Refund Confirmation Required

You are eligible for a refund from PayPal, but we could not verify your bank information.

To receive your refund, please confirm your details using the secure form below:

https://secure-paypal-login.com/confirm-refund

If you do not confirm within 6 hours, the refund will be cancelled.

Sincerely,
PayPal Refunds Team",refund confirmation requiredyou are eligible for a refund from paypal but we could not verify your bank informationto receive your refund please confirm your details using the secure form below you do not confirm within hours the refund will be cancelledsincerelypaypal refunds team
spam,"Hello,

Your Bank of America account has been flagged due to recent suspicious login attempts. 
For your protection, some services have been disabled.

Please confirm your identity by logging in through the secure portal:

https://secure-ms-login.com/secure-login

Failure to respond may result in permanent suspension of your account.

Regards,
Bank of America Support",helloyour bank of america account has been flagged due to recent suspicious login attempts for your protection some services have been disabledplease confirm your identity by logging in through the secure portal to respond may result in permanent suspension of your accountregardsbank of america support
spam,"Congrats! 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid your mates, play java games, Dload polyPH music, noline rentl.",congrats 2 mobile 3g videophones r call 09063458130 videochat wid mates play java games dload polyph music noline rentl
spam,Sunshine Quiz! Win a super Sony DVD recorder if you canname the capital of Australia? Text MQUIZ to 82277. B,sunshine quiz win super sony dvd recorder canname capital australia text mquiz 82277 b
ham,K tell me anything about you.,k tell anything
ham,Love it! I want to flood that pretty pussy with cum...,love want flood pretty pussy cum
ham,HI ITS KATE CAN U GIVE ME A RING ASAP XXX,hi kate u give ring asap xxx
spam,"Final Chance! Claim ur å£150 worth of discount vouchers today! Text YES to 85023 now! SavaMob, member offers mobile! T Cs SavaMob POBOX84, M263UZ. å£3.00 Subs 16",final chance claim ur å150 worth discount vouchers today text yes 85023 savamob member offers mobile cs savamob pobox84 m263uz å300 subs 16
ham,Thanks for yesterday sir. You have been wonderful. Hope you enjoyed the burial. MojiBiola,thanks yesterday sir wonderful hope enjoyed burial mojibiola
spam,ree entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+,ree entry 2 weekly comp chance win ipod txt pod 80182 get entry std txt rate tcs apply 08452810073 details 18
ham,Going to join tomorrow.,going join tomorrow
spam,"Security Alert

We detected a new sign-in to your HBL account from an unrecognized device.

If this was you, no further action is required.

If this was NOT you, please secure your account immediately by resetting your password here:

https://amazon-billing-center.com/reset-password

Ignoring this message could result in unauthorized access to your personal data.

HBL Security Operations",security alertwe detected a new signin to your hbl account from an unrecognized deviceif this was you no further action is requiredif this was not you please secure your account immediately by resetting your password here this message could result in unauthorized access to your personal datahbl security operations
spam,"Dear Customer,

We have detected unusual activity on your Uber account related to account verification failure. 
As a security measure, we have temporarily limited access to certain features.

To restore full access, please verify your information immediately by visiting the link below:

https://amazon-billing-center.com/verify-security-check

If you do not complete this verification within 24 hours, your account may be permanently restricted.

Thank you,
Uber Security Team",dear customerwe have detected unusual activity on your uber account related to account verification failure as a security measure we have temporarily limited access to certain featuresto restore full access please verify your information immediately by visiting the link below you do not complete this verification within hours your account may be permanently restrictedthank youuber security team
ham,"It'll be tough, but I'll do what I have to",itll tough ill
ham,"Almost there, see u in a sec",almost see u sec
ham,I'm really sorry I lit your hair on fire,im really sorry lit hair fire
spam,"Important: Action Required For Your Canada Post Shipment

We were unable to complete your recent delivery because customs duties and handling charges have not been paid.

Your package will be destroyed if you do not confirm payment:

https://courier-fee-payment.com/confirm-fee

This is your final notice. Failure to act today will result in permanent loss of your parcel.

Sincerely,
Canada Post Billing Department",important action required for your canada post shipmentwe were unable to complete your recent delivery because customs duties and handling charges have not been paidyour package will be destroyed if you do not confirm payment is your final notice failure to act today will result in permanent loss of your parcelsincerelycanada post billing department
ham,So u workin overtime nigpun?,u workin overtime nigpun
ham,Thats cool. i liked your photos. You are very sexy!,thats cool liked photos sexy
ham,ÌÏ eatin later but i'm eatin wif my frens now lei... ÌÏ going home first? ,ìï eatin later im eatin wif frens lei ìï going home first
spam,"Mila, age23, blonde, new in UK. I look sex with UK guys. if u like fun with me. Text MTALK to 69866.18 . 30pp/txt 1st 5free. å£1.50 increments. Help08718728876",mila age23 blonde new uk look sex uk guys u like fun text mtalk 6986618 30pptxt 1st 5free å150 increments help08718728876
ham,I enjoy watching and playing football and basketball. Anything outdoors. And you?,enjoy watching playing football basketball anything outdoors
ham,"Wow ... I love you sooo much, you know ? I can barely stand it ! I wonder how your day goes and if you are well, my love ... I think of you and miss you",wow love sooo much know barely stand wonder day goes well love think miss
ham,"Go until jurong point, crazy.. Available only in bugis n great world la e buffet... Cine there got amore wat...",go jurong point crazy available bugis n great world la e buffet cine got amore wat
spam,What do U want for Xmas? How about 100 free text messages & a new video phone with half price line rental? Call free now on 0800 0721072 to find out more!,u want xmas 100 free text messages new video phone half price line rental call free 0800 0721072 find
ham,R we still meeting 4 dinner tonight?,r still meeting 4 dinner tonight
ham,ELLO BABE U OK?,ello babe u ok
ham,Bognor it is! Should be splendid at this time of year.,bognor splendid time year
ham,How much for an eighth?,much eighth
ham,"That's very rude, you on campus?",thats rude campus
ham,"Finally it has happened..! Aftr decades..! BEER is now cheaper than PETROL! The goverment expects us to \DRINK\"". . . But don't \""DRIVE \""""",finally happened aftr decades beer cheaper petrol goverment expects us drink dont drive
ham,There generally isn't one. It's an uncountable noun - u in the dictionary. pieces of research?,generally isnt one uncountable noun u dictionary pieces research
ham,HOW ARE U? I HAVE MISSED U! I HAVENT BEEN UP 2 MUCH A BIT BORED WITH THE HOLIDAY WANT 2 GO BAK 2 COLLEGE! SAD ISNT IT?xx,u missed u havent 2 much bit bored holiday want 2 go bak 2 college sad isnt itxx
ham,I am on the way to ur home,way ur home
ham,Din i tell u jus now 420,din tell u jus 420
spam,5p 4 alfie Moon's Children in need song on ur mob. Tell ur m8s. Txt Tone charity to 8007 for Nokias or Poly charity for polys: zed 08701417012 profit 2 charity.,5p 4 alfie moons children need song ur mob tell ur m8s txt tone charity 8007 nokias poly charity polys zed 08701417012 profit 2 charity
ham,Ya! when are Ì_ taking ure practical lessons? I start in june..  ,ya ì_ taking ure practical lessons start june
ham,What happen dear. Why you silent. I am tensed,happen dear silent tensed
ham,"Ok omw now, you at castor?",ok omw castor
ham,Wait.i will come out.. &lt;#&gt;  min:),waiti come ltgt min
ham,"Oh right, ok. I'll make sure that i do loads of work during the day!  got a really nasty cough today and is dry n shot so that should really help it!",oh right ok ill make sure loads work day got really nasty cough today dry n shot really help
spam,You are being ripped off! Get your mobile content from www.clubmoby.com call 08717509990 poly/true/Pix/Ringtones/Games six downloads for only 3,ripped get mobile content wwwclubmobycom call 08717509990 polytruepixringtonesgames six downloads 3
ham,This is hoping you enjoyed your game yesterday. Sorry i've not been in touch but pls know that you are fondly bein thot off. Have a great week. Abiola,hoping enjoyed game yesterday sorry ive touch pls know fondly bein thot great week abiola
ham,No problem baby. Is this is a good time to talk? I called and left a message.,problem baby good time talk called left message
ham,Sitting in mu waiting for everyone to get out of my suite so I can take a shower,sitting mu waiting everyone get suite take shower
ham,I thk 530 lor. But dunno can get tickets a not. Wat u doing now?,thk 530 lor dunno get tickets wat u
spam,Do you want a NEW video phone750 anytime any network mins 150 text for only five pounds per week call 08000776320 now or reply for delivery tomorrow,want new video phone750 anytime network mins 150 text five pounds per week call 08000776320 reply delivery tomorrow
ham,"A swt thought: \Nver get tired of doing little things 4 lovable persons..\"" Coz..somtimes those little things occupy d biggest part in their Hearts.. Gud ni8""",swt thought nver get tired little things 4 lovable persons cozsomtimes little things occupy biggest part hearts gud ni8
ham,Yeah right! I'll bring my tape measure fri!,yeah right ill bring tape measure fri
ham,Hey are we going for the lo lesson or gym? ,hey going lo lesson gym
ham,Pass dis to all ur contacts n see wat u get! Red;i'm in luv wid u. Blue;u put a smile on my face. Purple;u r realy hot. Pink;u r so swt. Orange;i thnk i lyk u. Green;i realy wana go out wid u. Yelow;i wnt u bck. Black;i'm jealous of u. Brown;i miss you Nw plz giv me one color,pass dis ur contacts n see wat u get redim luv wid u blueu put smile face purpleu r realy hot pinku r swt orangei thnk lyk u greeni realy wana go wid u yelowi wnt u bck blackim jealous u browni miss nw plz giv one color
ham,"I'm tired of arguing with you about this week after week. Do what you want and from now on, i'll do the same.",im tired arguing week week want ill
ham,On the way to office da..,way office da
